RegistroANS;Ano;Trimestre;ValorDespesas
"342203";2025;"3T";"72169.25"
"342203";2025;"3T";"72169.25"
"342203";2025;"3T";"67914.17"
"342203";2025;"3T";"67914.17"
"342203";2025;"3T";"4255.08"
"342203";2025;"3T";"4255.08"
"342386";2025;"3T";"207309.28"
"342386";2025;"3T";"66972.72"
"342386";2025;"3T";"2743939.62"
"342386";2025;"3T";"514514.4"
"342386";2025;"3T";"4964878.79"
"342386";2025;"3T";"934873.92"
"342386";2025;"3T";"12177.09"
"342386";2025;"3T";"8698752.97"
"342386";2025;"3T";"13846.74"
"342386";2025;"3T";"63656684.56"
"342386";2025;"3T";"25422.55"
"342386";2025;"3T";"-75866.8"
"342386";2025;"3T";"-75866.8"
"342386";2025;"3T";"32129.39"
"342386";2025;"3T";"3616155.39"
"342386";2025;"3T";"3616155.39"
"342386";2025;"3T";"30751.31"
"342386";2025;"3T";"588506.12"
"342386";2025;"3T";"67118.28"
"342386";2025;"3T";"823733.25"
"342386";2025;"3T";"2105287.62"
"342386";2025;"3T";"639.23"
"342386";2025;"3T";"9771575.01"
"342386";2025;"3T";"9771575.01"
"342386";2025;"3T";"668062.67"
"342386";2025;"3T";"2156295.22"
"342386";2025;"3T";"1215698.34"
"342386";2025;"3T";"47647.61"
"342386";2025;"3T";"5662892.32"
"342386";2025;"3T";"18773.17"
"342386";2025;"3T";"2205.68"
"342386";2025;"3T";"501437.5"
"342386";2025;"3T";"501437.5"
"342386";2025;"3T";"21360"
"342386";2025;"3T";"110773.88"
"342386";2025;"3T";"81799.26"
"342386";2025;"3T";"287504.36"
"342386";2025;"3T";"148124.46"
"342386";2025;"3T";"148124.46"
"342386";2025;"3T";"25037.7"
"342386";2025;"3T";"2793.64"
"342386";2025;"3T";"1067.53"
"342386";2025;"3T";"131165.82"
"342386";2025;"3T";"522.3"
"342386";2025;"3T";"2861.66"
"342386";2025;"3T";"23490.86"
"342386";2025;"3T";"23490.86"
"342386";2025;"3T";"4919.48"
"342386";2025;"3T";"5895.7"
"342386";2025;"3T";"12675.68"
"342386";2025;"3T";"1101305.93"
"342386";2025;"3T";"1101305.93"
"342386";2025;"3T";"1101305.93"
"342386";2025;"3T";"1101305.93"
"342386";2025;"3T";"1101305.93"
"342807";2025;"3T";"0"
"342807";2025;"3T";"2742163.53"
"342807";2025;"3T";"14292.7"
"342807";2025;"3T";"19951081.88"
"342807";2025;"3T";"95947.35"
"342807";2025;"3T";"95947.35"
"342807";2025;"3T";"5441.35"
"342807";2025;"3T";"74897.28"
"342807";2025;"3T";"5002.05"
"342807";2025;"3T";"27739.04"
"342807";2025;"3T";"1328056.79"
"342807";2025;"3T";"1328056.79"
"342807";2025;"3T";"213431.42"
"342807";2025;"3T";"827859.09"
"342807";2025;"3T";"1272.22"
"342807";2025;"3T";"42.47"
"342807";2025;"3T";"293164.28"
"342807";2025;"3T";"1813957.97"
"342807";2025;"3T";"1813957.97"
"342807";2025;"3T";"1813957.97"
"342807";2025;"3T";"1813957.97"
"342807";2025;"3T";"1813957.97"
"342807";2025;"3T";"1867732.34"
"342807";2025;"3T";"-53774.37"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"1131261.06"
"342955";2025;"3T";"1131261.06"
"342955";2025;"3T";"0"
"342955";2025;"3T";"972310.09"
"342955";2025;"3T";"0"
"342955";2025;"3T";"2403.53"
"342955";2025;"3T";"0"
"342955";2025;"3T";"156547.44"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"342955";2025;"3T";"0"
"343129";2025;"3T";"84696.28"
"343129";2025;"3T";"84696.28"
"343684";2025;"3T";"1893032.2"
"343684";2025;"3T";"1893032.2"
"343684";2025;"3T";"1893032.2"
"343684";2025;"3T";"2892549.88"
"343889";2025;"3T";"77889532.37"
"343889";2025;"3T";"39656341.24"
"343889";2025;"3T";"230883.48"
"343889";2025;"3T";"38002307.65"
"343889";2025;"3T";"393802637.85"
"343889";2025;"3T";"192106708.32"
"343889";2025;"3T";"168699535.68"
"343889";2025;"3T";"23407172.64"
"343889";2025;"3T";"1993243.17"
"343889";2025;"3T";"1993243.17"
"343889";2025;"3T";"64703342.59"
"344184";2025;"3T";"105506.62"
"344184";2025;"3T";"105506.62"
"344184";2025;"3T";"105506.62"
"344184";2025;"3T";"105506.62"
"344184";2025;"3T";"104107.19"
"344184";2025;"3T";"104107.19"
"344184";2025;"3T";"137360.11"
"344184";2025;"3T";"510236.37"
"344184";2025;"3T";"466859.08"
"344184";2025;"3T";"43377.29"
"321273";2025;"3T";"9675078.28"
"321273";2025;"3T";"9675078.28"
"321273";2025;"3T";"9675078.28"
"321273";2025;"3T";"9842188.95"
"321958";2025;"3T";"1263302.78"
"321958";2025;"3T";"294669.12"
"321958";2025;"3T";"303575.92"
"321958";2025;"3T";"665057.74"
"321958";2025;"3T";"1691825.93"
"321958";2025;"3T";"12362411.4"
"321958";2025;"3T";"11002386.62"
"321958";2025;"3T";"1360024.78"
"321958";2025;"3T";"0"
"323080";2025;"3T";"24775876.69"
"323080";2025;"3T";"430252.81"
"323080";2025;"3T";"5070"
"323080";2025;"3T";"427055.81"
"323080";2025;"3T";"9944046.6"
"323080";2025;"3T";"9944046.6"
"323080";2025;"3T";"129335.8"
"323080";2025;"3T";"13659939.26"
"323080";2025;"3T";"638580291.71"
"323080";2025;"3T";"638580291.71"
"323080";2025;"3T";"638580291.71"
"323080";2025;"3T";"638580291.71"
"323080";2025;"3T";"638580291.71"
"323080";2025;"3T";"636989339.43"
"323080";2025;"3T";"1590952.28"
"323080";2025;"3T";"44600527.4"
"323926";2025;"3T";"726974.56"
"323926";2025;"3T";"726974.56"
"323926";2025;"3T";"726974.56"
"323926";2025;"3T";"802890.92"
"324175";2025;"3T";"7237889.01"
"324175";2025;"3T";"7237889.01"
"324175";2025;"3T";"46140.06"
"324175";2025;"3T";"1623249.47"
"324175";2025;"3T";"22347.21"
"324175";2025;"3T";"3567072.71"
"324175";2025;"3T";"26495.42"
"324175";2025;"3T";"916133.6"
"324175";2025;"3T";"7039.1"
"324175";2025;"3T";"2381642.78"
"324175";2025;"3T";"635567.3"
"324175";2025;"3T";"356015.74"
"324175";2025;"3T";"21226850.75"
"324175";2025;"3T";"71.63"
"324175";2025;"3T";"12794846.11"
"324175";2025;"3T";"12794846.11"
"324175";2025;"3T";"72622.44"
"324175";2025;"3T";"3791710.72"
"324175";2025;"3T";"7839.08"
"324175";2025;"3T";"4612132.43"
"324175";2025;"3T";"108170.23"
"324175";2025;"3T";"2576027.97"
"324175";2025;"3T";"18325.6"
"324175";2025;"3T";"2589587.13"
"324175";2025;"3T";"831.78"
"324175";2025;"3T";"72123"
"324175";2025;"3T";"168463.08"
"324175";2025;"3T";"5450.7"
"324175";2025;"3T";"2261.39"
"324175";2025;"3T";"2370928.64"
"324175";2025;"3T";"2370928.64"
"324175";2025;"3T";"136333.39"
"324175";2025;"3T";"686656.56"
"324175";2025;"3T";"94171.11"
"324175";2025;"3T";"1979647.32"
"324175";2025;"3T";"347159.55"
"324175";2025;"3T";"347159.55"
"324175";2025;"3T";"544.72"
"324175";2025;"3T";"192722.63"
"324175";2025;"3T";"415998.91"
"324175";2025;"3T";"-433676.11"
"324175";2025;"3T";"-433676.11"
"324175";2025;"3T";"-433676.11"
"324175";2025;"3T";"-433676.11"
"324175";2025;"3T";"-433676.11"
"324175";2025;"3T";"-134055.09"
"324175";2025;"3T";"-299621.02"
"324345";2025;"3T";"16031.09"
"324345";2025;"3T";"2579756.13"
"324345";2025;"3T";"287127.56"
"324345";2025;"3T";"19096614.82"
"324345";2025;"3T";"147512.16"
"324345";2025;"3T";"877314.18"
"324345";2025;"3T";"121345.36"
"324345";2025;"3T";"2746.86"
"324345";2025;"3T";"741947.61"
"324345";2025;"3T";"17341602.32"
"324345";2025;"3T";"658498.6"
"324345";2025;"3T";"658498.6"
"324345";2025;"3T";"4645.39"
"324345";2025;"3T";"329190.52"
"324345";2025;"3T";"19619.64"
"324345";2025;"3T";"96.13"
"324345";2025;"3T";"304946.92"
"324345";2025;"3T";"37148427.16"
"324345";2025;"3T";"37148427.16"
"324345";2025;"3T";"3600419.5"
"324345";2025;"3T";"23133513.81"
"324345";2025;"3T";"14405.65"
"324345";2025;"3T";"5267433.12"
"324345";2025;"3T";"351678.52"
"324345";2025;"3T";"9798332.86"
"324345";2025;"3T";"1212381.95"
"324345";2025;"3T";"1212381.95"
"324345";2025;"3T";"128230.86"
"324345";2025;"3T";"853758.79"
"324345";2025;"3T";"11966.52"
"324345";2025;"3T";"14100"
"324345";2025;"3T";"204325.78"
"324345";2025;"3T";"513116.77"
"324345";2025;"3T";"513116.77"
"324345";2025;"3T";"67530.43"
"324345";2025;"3T";"369691.92"
"324345";2025;"3T";"57042.35"
"324345";2025;"3T";"42015.58"
"324345";2025;"3T";"860951.01"
"324345";2025;"3T";"860951.01"
"324345";2025;"3T";"860951.01"
"324345";2025;"3T";"860951.01"
"324345";2025;"3T";"860951.01"
"324345";2025;"3T";"1108286.96"
"324345";2025;"3T";"-247335.95"
"324523";2025;"3T";"34395"
"324523";2025;"3T";"4241.73"
"324523";2025;"3T";"30153.27"
"324523";2025;"3T";"538.3"
"324523";2025;"3T";"500.51"
"324523";2025;"3T";"37.79"
"302953";2025;"3T";"1873415.54"
"302953";2025;"3T";"685599.62"
"302953";2025;"3T";"1187815.92"
"302953";2025;"3T";"293880"
"302953";2025;"3T";"293880"
"303267";2025;"3T";"349466221.52"
"303267";2025;"3T";"347635099.95"
"303267";2025;"3T";"132862538.4"
"303267";2025;"3T";"132862538.4"
"303267";2025;"3T";"3151209.03"
"303267";2025;"3T";"10546474.11"
"303623";2025;"3T";"33551058.56"
"303623";2025;"3T";"12722362.34"
"303623";2025;"3T";"12005805.58"
"303623";2025;"3T";"716556.76"
"303623";2025;"3T";"4473546.01"
"303623";2025;"3T";"1288536.65"
"303623";2025;"3T";"3185009.36"
"303844";2025;"3T";"0"
"303844";2025;"3T";"0"
"303844";2025;"3T";"0"
"303844";2025;"3T";"0"
"303844";2025;"3T";"0"
"303976";2025;"3T";"8103521.51"
"303976";2025;"3T";"8103521.51"
"303976";2025;"3T";"2432372.69"
"303976";2025;"3T";"2657345.74"
"303976";2025;"3T";"5671148.82"
"303976";2025;"3T";"5671148.82"
"304123";2025;"3T";"487791.89"
"304123";2025;"3T";"487791.89"
"304123";2025;"3T";"2621855.56"
"304123";2025;"3T";"3657525.63"
"304123";2025;"3T";"3265551.09"
"304123";2025;"3T";"391974.54"
"304123";2025;"3T";"2063512.67"
"304123";2025;"3T";"305447.73"
"304123";2025;"3T";"305447.73"
"304344";2025;"3T";"68108512.32"
"304344";2025;"3T";"67646932.89"
"304344";2025;"3T";"12701396.14"
"304344";2025;"3T";"12701396.14"
"304344";2025;"3T";"325983.89"
"304344";2025;"3T";"3744749.56"
"304344";2025;"3T";"862113.45"
"304344";2025;"3T";"3085561.64"
"304344";2025;"3T";"86366.85"
"304344";2025;"3T";"5645409.88"
"304344";2025;"3T";"20129.27"
"304344";2025;"3T";"485813.99"
"304344";2025;"3T";"2366890.42"
"304344";2025;"3T";"519933.2"
"304344";2025;"3T";"2696305.86"
"304344";2025;"3T";"3992078.09"
"304344";2025;"3T";"6221546.67"
"304344";2025;"3T";"5246208.74"
"304344";2025;"3T";"1351642.46"
"304344";2025;"3T";"1351642.46"
"304344";2025;"3T";"1605.02"
"304344";2025;"3T";"5285.46"
"304344";2025;"3T";"2747.7"
"304344";2025;"3T";"9279.04"
"304344";2025;"3T";"12315.9"
"304344";2025;"3T";"93064.72"
"304344";2025;"3T";"244904.86"
"304344";2025;"3T";"48138.44"
"304344";2025;"3T";"250731.64"
"304344";2025;"3T";"270122.88"
"304344";2025;"3T";"14074.64"
"304344";2025;"3T";"499124.07"
"304344";2025;"3T";"12904082.17"
"304344";2025;"3T";"12904082.17"
"304344";2025;"3T";"931077.7"
"304344";2025;"3T";"1691167.22"
"304344";2025;"3T";"399448.81"
"304344";2025;"3T";"1930822.31"
"304344";2025;"3T";"4018956.23"
"304344";2025;"3T";"4007168.32"
"304344";2025;"3T";"39660729.76"
"304344";2025;"3T";"39660729.76"
"304344";2025;"3T";"602886.05"
"304344";2025;"3T";"9458220.09"
"304344";2025;"3T";"3667035.65"
"304344";2025;"3T";"15252618.43"
"304344";2025;"3T";"14402394"
"304344";2025;"3T";"765362.74"
"304344";2025;"3T";"765362.74"
"304344";2025;"3T";"97658.6"
"304344";2025;"3T";"187132.4"
"304344";2025;"3T";"16682.47"
"304344";2025;"3T";"68192.62"
"304468";2025;"3T";"626877.06"
"304468";2025;"3T";"626877.06"
"305928";2025;"3T";"113506.87"
"305928";2025;"3T";"113506.87"
"305928";2025;"3T";"113506.87"
"305928";2025;"3T";"123089.37"
"305928";2025;"3T";"8849.49"
"305928";2025;"3T";"8849.49"
"305928";2025;"3T";"94374.18"
"305928";2025;"3T";"997436.28"
"305928";2025;"3T";"981752.93"
"305928";2025;"3T";"15683.35"
"306126";2025;"3T";"527657.32"
"306126";2025;"3T";"302781.52"
"306126";2025;"3T";"28009.8"
"306126";2025;"3T";"196866"
"306126";2025;"3T";"8126267.25"
"306126";2025;"3T";"2849162.92"
"306126";2025;"3T";"2773250.76"
"306126";2025;"3T";"75912.16"
"306126";2025;"3T";"70650.37"
"306126";2025;"3T";"70650.37"
"306126";2025;"3T";"2623805.79"
"306398";2025;"3T";"4312714.39"
"306398";2025;"3T";"272993.08"
"306398";2025;"3T";"242390.5"
"306398";2025;"3T";"20503287.81"
"306398";2025;"3T";"7263502.94"
"306398";2025;"3T";"16018914.11"
"306398";2025;"3T";"612534.79"
"306398";2025;"3T";"539574.19"
"306398";2025;"3T";"57752993.77"
"306398";2025;"3T";"9828693.16"
"306398";2025;"3T";"27901547.79"
"306398";2025;"3T";"17667698.27"
"306398";2025;"3T";"17667698.27"
"306398";2025;"3T";"358887.88"
"306398";2025;"3T";"7135679.23"
"306398";2025;"3T";"75971"
"306398";2025;"3T";"158228.4"
"306398";2025;"3T";"9126638.72"
"306398";2025;"3T";"3958293.12"
"306398";2025;"3T";"1208370.05"
"306398";2025;"3T";"1208370.05"
"306398";2025;"3T";"113546.04"
"306398";2025;"3T";"573646.6"
"306398";2025;"3T";"21929.38"
"306398";2025;"3T";"26941.52"
"306762";2025;"3T";"142640.47"
"306762";2025;"3T";"31583.28"
"306762";2025;"3T";"6335.33"
"306762";2025;"3T";"25247.95"
"306762";2025;"3T";"20920.56"
"306762";2025;"3T";"5987.61"
"306762";2025;"3T";"14932.95"
"306762";2025;"3T";"1076390.16"
"306762";2025;"3T";"174695.85"
"307319";2025;"3T";"217120.85"
"307319";2025;"3T";"291986.51"
"307319";2025;"3T";"291986.51"
"307319";2025;"3T";"1169516.09"
"307319";2025;"3T";"1169516.09"
"309028";2025;"3T";"16356600.18"
"309028";2025;"3T";"14213635.62"
"309028";2025;"3T";"2142964.56"
"309028";2025;"3T";"913501.46"
"309028";2025;"3T";"1584703.8"
"309028";2025;"3T";"1169841.29"
"309028";2025;"3T";"414862.51"
"309028";2025;"3T";"118153.52"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310239";2025;"3T";"0"
"310522";2025;"3T";"2338393.51"
"310522";2025;"3T";"111992205.89"
"310522";2025;"3T";"2781801.26"
"310522";2025;"3T";"3098314.29"
"310522";2025;"3T";"48555853.93"
"310522";2025;"3T";"48227904.95"
"310522";2025;"3T";"48417201.31"
"310522";2025;"3T";"327948.98"
"310522";2025;"3T";"330774.66"
"310522";2025;"3T";"4147499.87"
"310522";2025;"3T";"3882283.6"
"310522";2025;"3T";"1501.4"
"310522";2025;"3T";"4792.76"
"310522";2025;"3T";"5044050.14"
"310522";2025;"3T";"265216.27"
"310522";2025;"3T";"290212.91"
"310522";2025;"3T";"201402.07"
"310522";2025;"3T";"201402.07"
"310522";2025;"3T";"370054.28"
"310522";2025;"3T";"4394408.16"
"310522";2025;"3T";"4394408.16"
"310522";2025;"3T";"5680237.97"
"310522";2025;"3T";"5680237.97"
"310522";2025;"3T";"5680237.97"
"310522";2025;"3T";"5744652.26"
"310522";2025;"3T";"-64414.29"
"310522";2025;"3T";"-1285829.81"
"310522";2025;"3T";"-1285829.81"
"310522";2025;"3T";"-1285829.81"
"310522";2025;"3T";"-1285829.81"
"311375";2025;"3T";"3321148.99"
"311375";2025;"3T";"377703.61"
"311375";2025;"3T";"2943445.38"
"311715";2025;"3T";"476276.3"
"311715";2025;"3T";"476276.3"
"311715";2025;"3T";"239463.91"
"311715";2025;"3T";"239463.91"
"311944";2025;"3T";"24707811.03"
"311944";2025;"3T";"24608505.64"
"311944";2025;"3T";"7027815.46"
"311944";2025;"3T";"7027815.46"
"311944";2025;"3T";"313830.89"
"311944";2025;"3T";"113811.08"
"311944";2025;"3T";"92033.32"
"311944";2025;"3T";"1615.3"
"311944";2025;"3T";"1536363.43"
"311944";2025;"3T";"2007713.59"
"311944";2025;"3T";"412756.46"
"311944";2025;"3T";"411626.45"
"311944";2025;"3T";"77792.76"
"311944";2025;"3T";"2501034.87"
"311944";2025;"3T";"0"
"311944";2025;"3T";"534118.34"
"311944";2025;"3T";"140329.11"
"311944";2025;"3T";"8725.37"
"311944";2025;"3T";"5454"
"311944";2025;"3T";"330253.93"
"311944";2025;"3T";"0"
"311944";2025;"3T";"313.52"
"311944";2025;"3T";"37626.4"
"311944";2025;"3T";"686713.48"
"311944";2025;"3T";"11438.52"
"311944";2025;"3T";"1329.14"
"311944";2025;"3T";"823.08"
"311944";2025;"3T";"95.76"
"311944";2025;"3T";"1938376.93"
"312851";2025;"3T";"41110098.8"
"312851";2025;"3T";"64833486.31"
"312851";2025;"3T";"17489631.45"
"312851";2025;"3T";"97288779.65"
"312851";2025;"3T";"10885413.5"
"312851";2025;"3T";"49983021.09"
"312851";2025;"3T";"75623114.73"
"312851";2025;"3T";"84680810.63"
"312851";2025;"3T";"92470493.61"
"312851";2025;"3T";"1037025"
"312851";2025;"3T";"1037025"
"312851";2025;"3T";"139904.29"
"312851";2025;"3T";"439452.66"
"312851";2025;"3T";"31658.02"
"312851";2025;"3T";"235424.33"
"312851";2025;"3T";"190585.7"
"312851";2025;"3T";"170962503.24"
"312851";2025;"3T";"170962503.24"
"312851";2025;"3T";"11992962.92"
"312851";2025;"3T";"74262746.41"
"312851";2025;"3T";"7260607.16"
"312851";2025;"3T";"33109417.13"
"312851";2025;"3T";"53186777.89"
"312851";2025;"3T";"39716529.89"
"312851";2025;"3T";"89366259.21"
"312851";2025;"3T";"89366259.21"
"312851";2025;"3T";"4909687.24"
"312851";2025;"3T";"17843831.75"
"312851";2025;"3T";"6874621.99"
"312851";2025;"3T";"28914645.01"
"312851";2025;"3T";"39622897.62"
"312851";2025;"3T";"1559801.6"
"312851";2025;"3T";"1559801.6"
"312851";2025;"3T";"14426.29"
"312851";2025;"3T";"879272.5"
"312851";2025;"3T";"5870.12"
"312851";2025;"3T";"407202.89"
"312851";2025;"3T";"253029.8"
"312851";2025;"3T";"1682928.67"
"312851";2025;"3T";"1682928.67"
"312851";2025;"3T";"294778.82"
"312851";2025;"3T";"2490748.76"
"312851";2025;"3T";"132538.07"
"313149";2025;"3T";"561361.97"
"313149";2025;"3T";"419850.05"
"313149";2025;"3T";"141511.92"
"313149";2025;"3T";"1204508.36"
"313149";2025;"3T";"880905.04"
"313149";2025;"3T";"710796.23"
"313149";2025;"3T";"170108.81"
"313149";2025;"3T";"766071.94"
"313149";2025;"3T";"766071.94"
"314099";2025;"3T";"46719107"
"314099";2025;"3T";"46719107"
"314099";2025;"3T";"2214130.16"
"314099";2025;"3T";"7755456.37"
"314099";2025;"3T";"40630848.15"
"314099";2025;"3T";"881196.85"
"314099";2025;"3T";"795753.54"
"314099";2025;"3T";"795753.54"
"314099";2025;"3T";"113899.92"
"314099";2025;"3T";"147272.77"
"314099";2025;"3T";"925306.26"
"314099";2025;"3T";"44805"
"314099";2025;"3T";"1025685.27"
"314099";2025;"3T";"1025685.27"
"314099";2025;"3T";"94097.14"
"314099";2025;"3T";"232845.05"
"314099";2025;"3T";"648270.08"
"314099";2025;"3T";"50473"
"314099";2025;"3T";"7950978.63"
"314099";2025;"3T";"7950978.63"
"314099";2025;"3T";"7950978.63"
"314099";2025;"3T";"533712.56"
"314099";2025;"3T";"533712.56"
"314099";2025;"3T";"533712.56"
"314099";2025;"3T";"533712.56"
"314099";2025;"3T";"533712.56"
"314099";2025;"3T";"400490.31"
"314099";2025;"3T";"133222.25"
"314099";2025;"3T";"2472571.1"
"314099";2025;"3T";"1506390.08"
"314251";2025;"3T";"102916.01"
"314251";2025;"3T";"87971.7"
"314251";2025;"3T";"14944.31"
"314251";2025;"3T";"6844467.32"
"314251";2025;"3T";"7419670.66"
"314366";2025;"3T";"0"
"314587";2025;"3T";"33325017.72"
"314587";2025;"3T";"32871255.85"
"314587";2025;"3T";"19109409.69"
"314587";2025;"3T";"19109409.69"
"314587";2025;"3T";"254534.05"
"314587";2025;"3T";"1479943.59"
"314587";2025;"3T";"55951.06"
"314587";2025;"3T";"109833.97"
"314587";2025;"3T";"2399.86"
"314587";2025;"3T";"5338373.39"
"315478";2025;"3T";"2810615.28"
"315478";2025;"3T";"0"
"315478";2025;"3T";"2810615.28"
"315478";2025;"3T";"98467516.05"
"315478";2025;"3T";"131237061.67"
"315478";2025;"3T";"129956370.49"
"315478";2025;"3T";"1280691.18"
"315478";2025;"3T";"0"
"315478";2025;"3T";"0"
"315478";2025;"3T";"69116820.93"
"315478";2025;"3T";"392515.64"
"315583";2025;"3T";"14725289.1"
"315583";2025;"3T";"15324945.03"
"315583";2025;"3T";"15788981.03"
"315583";2025;"3T";"15788981.03"
"315583";2025;"3T";"1507246.04"
"315583";2025;"3T";"20599369.65"
"315583";2025;"3T";"14536192.83"
"315583";2025;"3T";"171669.67"
"315583";2025;"3T";"171669.67"
"315583";2025;"3T";"1790"
"315583";2025;"3T";"365235.47"
"315583";2025;"3T";"-635705.67"
"315583";2025;"3T";"-635705.67"
"315583";2025;"3T";"34191.92"
"315583";2025;"3T";"-599655.93"
"315583";2025;"3T";"-599655.93"
"315583";2025;"3T";"-599655.93"
"315583";2025;"3T";"-599655.93"
"315583";2025;"3T";"-599655.93"
"315583";2025;"3T";"-590566.46"
"315583";2025;"3T";"-9089.47"
"315729";2025;"3T";"2853661.81"
"315729";2025;"3T";"1039279.56"
"315729";2025;"3T";"15461849.94"
"315729";2025;"3T";"168562.08"
"315729";2025;"3T";"2367060.97"
"315729";2025;"3T";"116166.36"
"315729";2025;"3T";"14151825.6"
"315729";2025;"3T";"952723.76"
"315729";2025;"3T";"37462.04"
"315729";2025;"3T";"12146785.31"
"315729";2025;"3T";"38472563.71"
"315729";2025;"3T";"1349165.91"
"315729";2025;"3T";"60269516.02"
"315729";2025;"3T";"60269516.02"
"315729";2025;"3T";"6195591.62"
"315729";2025;"3T";"679441.38"
"315729";2025;"3T";"26787.44"
"315729";2025;"3T";"9754968.6"
"315729";2025;"3T";"23841.81"
"315729";2025;"3T";"52020292.07"
"315729";2025;"3T";"1143.09"
"315729";2025;"3T";"10494376.91"
"315729";2025;"3T";"2494433.59"
"315729";2025;"3T";"2494433.59"
"315729";2025;"3T";"19867.65"
"315729";2025;"3T";"866945.51"
"315729";2025;"3T";"850"
